P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method
BD+15 2375 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,337.02,10.37,0.3,3.13,5.7,100.9861,101.1881,101.3907,807.6,808.0,808.4,101.8,-27.31,19.81,153.22,0.5760000000000001,0.0,0.58,55.0,Leo,K,1.08,8.95,4649.0,33.571764,-0.22,7.4,10.3,774.0,11.7656,14.6164,-31.8,8.2878,1,0,4.6080000000000005,11.308,-2.2,6.54,2.15,0.12,0.13,0,0,0,1,Radial Velocity
BD+15 2940 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,352.91,10.45,0.31,3.23,5.81,222.44,365.6481,644.7631,983.9,1099.6,1283.8,109.1,-28.77,19.96,137.48,0.539,0.26,0.52,302.0,Ser,K0,1.1,14.7,4796.0,102.574923,0.28,7.1,9.2,585.0,16.0064,15.5469,-33.2,15.0953,1,0,8.007,19.521,-2.3,6.61,1.62,0.12,0.12,0,0,0,1,Radial Velocity
BD+20 274 c,Hot,Jovian,gas,hydrogen-rich,non-habitable,1335.35,11.67,0.84,9.81,10.7,54.119330000000005,54.11934,54.11934,691.0,691.0,691.0,1122.8,-26.89,22.31,578.2,1.3,0.0,1.3,0.0,Psc,K5,0.8,17.3,4296.0,91.461682,-0.46,4.205140795802378,9.4,608.4120264650286,1.7281,21.005,-31.1,7.0964,1,0,7.6979999999999995,19.204,-2.11,8.65,6.14,0.08,0.1,0,0,0,1,Radial Velocity
BD+20 594 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.31,2.23,1.47,3.28,2.71,14.7045,14.7045,14.7045,498.9,498.9,498.9,24.0,-21.85,4.24,41.69,0.24100000000000002,0.0,0.24,0.0,Tau,K0,0.96,0.93,5766.0,0.854052,-0.15,3.34,11.0,152.1,3.5767,20.5992,-29.7,2.0522,1,0,0.6940000000000001,1.636,-1.96,-0.13,0.61,0.33,0.33,0,0,0,1,Primary Transit
BD+20 1790 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,2025.28,11.68,1.27,14.84,13.17,26.389559999999996,40.25745,64.54815,577.4,635.8,722.1,2573.7,-26.59,22.34,7.78,0.066,0.22,0.06,200.4,Gem,K5V,0.63,0.71,4410.0,0.17106500000000002,0.3,0.057,9.9,25.4,7.3956,20.4142,-30.8,5.8794,1,0,0.332,0.823,-2.08,9.69,8.29,0.07,0.1,0,0,0,1,Other
BD+20 2457 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,6810.27,10.85,5.34,57.9,25.06,1.794673,2.400301,3.284628,294.9,315.8,343.0,36354.4,-23.34,20.72,379.63,1.45,0.15,1.43,207.6,Leo,K2II,2.8,4.39,4127.0,4.989534,-1.0,4.205140795802378,9.8,200.0,10.2792,19.8914,-27.7,1.6333,2,1,1.806,4.543,-1.26,15.83,25.44,0.03,0.3,0,0,0,1,Radial Velocity
BD+20 2457 c,Warm,Jovian,gas,hydrogen-rich,non-habitable,3964.71,11.44,2.65,30.32,18.62,0.8870959,1.2555100000000001,1.8367080000000002,247.3,268.0,296.6,10511.7,-22.76,21.86,621.99,2.01,0.18,1.98,126.0,Leo,K2II,2.8,4.39,4127.0,4.989534,-1.0,4.205140795802378,9.8,200.0,10.2792,19.8914,-27.0,1.1842,2,1,1.806,4.543,-0.85,12.36,20.15,0.04,0.37,0,0,1,1,Radial Velocity
BD+24 4697 b,Warm,Jovian,gas,hydrogen-rich,non-habitable,16850.82,9.15,21.97,201.11,42.91,0.562329,1.4618870000000002,5.072234,220.6,265.7,382.3,370219.9,-22.58,17.46,145.08,0.5,0.5,0.43,66.3,Peg,K,0.75,0.73,5077.0,0.316406,-0.11,4.205140795802378,9.7,48.8,23.0275,25.7881,-27.3,0.9001,1,1,0.439,1.058,-0.75,27.87,46.94,0.02,0.33,0,0,1,1,Radial Velocity
BD+26 1888 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,8266.44,10.55,7.05,74.31,28.0,0.07846386,0.13079649999999998,0.23488649999999997,134.8,151.1,177.4,58243.7,-20.14,20.15,536.78,1.19,0.27,1.15,1.3,Cnc,K7,0.76,0.63,4748.0,0.178471,0.02,4.205140795802378,9.8,38.0,9.0419,25.8894,-24.6,0.2918,1,0,0.335,0.818,2.59,17.54,41.79,0.02,0.16,0,0,0,1,Radial Velocity
BD+48 738 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,289.33,10.09,0.28,2.84,5.35,28.62299,42.06001,64.39090999999999,589.3,643.9,721.7,81.4,-26.32,19.27,392.6,1.0,0.2,0.98,358.9,Per,K0III,0.74,11.0,4414.0,41.210186,-0.2,4.205140795802378,9.1,608.4120264650286,2.7139,49.5869,-30.8,5.9857,1,0,5.149,12.770999999999999,-2.09,6.34,2.32,0.12,0.15,0,0,0,1,Radial Velocity
BD+49 828 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,508.7,11.0,0.38,4.2,6.8,0.9625575999999999,1.8722279999999998,4.151014,252.3,290.9,363.6,194.3,-23.16,21.03,2590.0,4.2,0.35,3.93,170.0,Per,KO,1.52,7.6,4943.0,30.937093,-0.19,2.3,9.4,608.4120264650286,3.0428,49.73,-27.5,1.0295,1,0,4.368,10.585999999999999,-1.03,7.11,5.82,0.1,0.41,0,0,0,1,Radial Velocity
BD-06 1339 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.58,1.91,1.23,2.35,2.12,456.218,456.218,456.2181,1177.4,1177.4,1177.4,10.6,-25.27,3.63,3.87,0.0428,0.0,0.04,0.0,Ori,K7V/M0V,0.7,1.64,4324.0,0.8357180000000001,-0.14,4.4,6.7,20.0,5.8833,-5.9947,-33.4,20.5046,3,1,0.735,1.8319999999999999,-2.26,-0.14,-0.54,0.3,0.26,1,0,0,1,Radial Velocity
BD-06 1339 c,Hot,Jovian,gas,hydrogen-rich,non-habitable,54.05,6.46,0.2,1.3,2.89,4.416532,4.416533,4.416533,369.3,369.3,369.3,10.8,-22.86,12.3,125.94,0.435,0.0,0.43,0.0,Ori,K7V/M0V,0.7,1.64,4324.0,0.8357180000000001,-0.14,4.4,6.7,20.0,5.8833,-5.9947,-28.4,2.0068,3,1,0.735,1.8319999999999999,-1.55,4.18,1.18,0.18,0.39,1,0,0,1,Radial Velocity
BD-06 1339 d,Warm,Neptunian,gas,hydrogen-rich,non-habitable,28.93,5.26,0.2,1.05,2.35,0.687699,0.7443821999999999,0.8070599,232.0,236.6,241.5,5.7,-20.48,10.01,500.0,1.06,0.04,1.06,275.0,Ori,K7V/M0V,0.7,1.64,4324.0,0.8357180000000001,-0.14,4.4,6.7,20.0,5.8833,-5.9947,-26.4,0.8242,3,1,0.735,1.8319999999999999,-0.41,3.55,1.22,0.21,0.63,1,0,0,1,Radial Velocity
BD-08 2823 b,Hot,Neptunian,gas,metals-rich,non-habitable,14.31,4.16,0.2,0.83,1.86,48.40723,64.74268000000001,88.59536,672.0,719.6,781.6,2.8,-24.84,7.91,5.6,0.055999999999999994,0.15,0.06,30.0,Sex,K3V,0.74,0.67,4746.0,0.200736,-0.07,4.5,9.9,42.2,10.0133,-9.5167,-31.3,6.4173,2,1,0.355,0.867,-2.17,3.02,-0.4,0.21,0.25,0,0,0,1,Radial Velocity
BD-08 2823 c,Warm,Jovian,gas,hydrogen-rich,non-habitable,104.92,7.9,0.21,1.68,3.64,0.30660770000000004,0.44217219999999996,0.6616632,189.6,206.3,229.8,22.3,-20.81,15.06,237.6,0.68,0.19,0.67,127.0,Sex,K3V,0.74,0.67,4746.0,0.200736,-0.07,4.5,9.9,42.2,10.0133,-9.5167,-25.9,0.5319,2,1,0.355,0.867,0.28,4.98,3.15,0.15,0.47,0,0,0,1,Radial Velocity
BD-10 3166 b,Hot,Jovian,gas,metals-rich,non-habitable,146.25,11.54,0.1,1.1,3.56,1032.665,1054.302,1076.52,1444.2,1451.7,1459.3,13.9,-30.1,22.06,3.49,0.046,0.01,0.05,345.4,Crt,G4 V,0.99,1.71,5400.0,2.230782,0.5,4.18,10.1,66.0,10.9744,-10.7703,-34.3,19.9117,1,0,1.146,2.73,-2.39,8.35,0.08,0.1,0.08,0,0,0,1,Radial Velocity
BD-11 4672 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,168.51,8.97,0.23,2.09,4.33,0.01697623,0.01873883,0.02073728,92.0,94.2,96.7,39.3,-17.62,17.11,1667.0,2.28,0.05,2.28,0.0,Sct,K7V,0.57,0.52,4475.0,0.09729,-0.48,4.4,10.0,27.3,18.5581,-11.6361,-22.4,0.1217,1,0,0.25,0.618,10.04,5.6,6.9,0.07,0.16,1,0,0,1,Radial Velocity
BD-17 63 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,1621.49,11.68,1.02,11.88,11.78,0.04955057,0.13957160000000002,0.5551636999999999,120.2,146.2,219.9,1648.7,-20.58,22.34,655.6,1.34,0.54,1.13,112.2,Cet,K5V,0.74,0.69,4714.0,0.210934,-0.03,4.3,9.6,34.6,0.4761,-16.2264,-24.8,0.326,1,0,0.364,0.8909999999999999,2.91,9.09,16.13,0.05,0.2,1,0,0,1,Radial Velocity
beta Cir b,Cold,Jovian,gas,hydrogen-rich,non-habitable,17804.64,9.03,24.16,218.21,44.4,3.33e-07,3.33e-07,3.33e-07,6.1,6.1,6.1,430113.2,-5.7,17.23,720.5573964013066,6656.0,0.0,6656.0,0.0,Cir,A3V,1.96,1.71,8676.0,14.757891,-0.06071394910461842,0.36700000000000005,12.237222991689753,30.56,15.2919,-58.8011,-10.5,0.0001,1,0,2.6639999999999997,6.138999999999999,3828.05,29.09,345.19,0.0,0.04,0,0,0,1,Imaging
beta Cnc b,Hot,Jovian,gas,hydrogen-rich,non-habitable,2479.93,11.65,1.57,18.26,14.59,161.7154,189.2173,222.8388,908.5,943.8,984.3,3885.4,-28.25,22.29,605.2,1.7,0.08,1.69,58.9,Cnc,K4III,1.7,48.96,3990.0,545.085116,-0.29,1.85,3.5,92.99,8.2753,9.1856,-32.5,15.444,1,0,18.941,47.964,-2.19,10.35,7.44,0.07,0.07,0,0,0,1,Radial Velocity
beta Pic b,Cold,Jovian,gas,hydrogen-rich,non-habitable,2225.58,18.48,0.35,6.52,10.97,0.0319353,0.05904876,0.1219288,107.7,123.0,150.5,784.8,-20.51,35.69,13288.0,13.18,0.32,12.47,87.0,Pic,A6V,1.73,1.09,9790.0,9.707662,-0.06071394910461842,0.04,3.9,19.3,5.7881,-51.0664,-23.7,0.0465,1,0,2.161,4.979,6.95,17.44,17.07,0.04,0.11,0,0,0,1,Imaging
beta Umi b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1939.43,11.68,1.22,14.21,12.88,165.7544,239.0416,357.7002,914.1,994.9,1108.0,2359.0,-28.53,22.34,522.3,1.4,0.19,1.37,307.4,UMi,K4III,1.4,42.06,4126.0,459.98664299999996,-0.27,2.95,2.1,40.14,14.845,74.1556,-32.7,16.3629,1,0,17.344,43.626999999999995,-2.21,9.56,6.12,0.08,0.08,0,0,0,1,Radial Velocity
CD-35 2722 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,9856.14,10.24,9.18,93.98,31.02,9.92e-06,9.92e-06,9.92e-06,14.3,14.3,14.3,90443.9,-9.68,19.56,720.5573964013066,67.0,0.0,67.0,0.0,Col,M1V,0.4,0.52,3680.0,0.044541000000000004,0.04,0.1,11.0,21.3,6.1553,-35.8253,-14.2,0.0042,1,0,0.172,0.44299999999999995,492.81,19.4,156.87,0.0,0.04,0,0,0,1,Imaging
CFBDS 1458 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,3338.37,11.54,2.17,25.05,17.0,6.4e-06,6.4e-06,6.4e-06,12.8,12.8,12.8,7242.6,-9.46,22.08,14227.0,2.6,0.0,2.6,0.0,Boo,T9.5,0.02,0.7,560.0,4.3e-05,-0.06071394910461842,3.0,12.237222991689753,31.9,14.9747,10.2286,-13.7,0.14400000000000002,1,0,0.005,0.015,559.04,11.54,90.1,0.0,0.06,0,0,0,1,Imaging
CHXR 73 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,3815.28,11.46,2.53,29.04,18.24,5.14e-07,5.14e-07,5.14e-07,6.8,6.8,6.8,9663.9,-6.7,21.92,720.5573964013066,200.0,0.0,200.0,0.0,Cha,M3.25,0.35,0.33,3840.0,0.020562999999999998,-0.06071394910461842,0.002,12.237222991689753,608.4120264650286,11.1081,-77.6258,-10.9,0.0009,1,0,0.11699999999999999,0.298,2207.42,12.16,133.3,0.0,0.06,0,0,0,1,Imaging
CI Tau b,Hot,Jovian,gas,hydrogen-rich,non-habitable,3913.84,11.44,2.61,29.88,18.49,66.35128,66.3513,66.3513,727.1,727.1,727.1,10218.2,-27.07,21.88,9.0,0.0786,0.0,0.08,0.0,Tau,K4IV,0.8,0.81,5150.0,0.4096,-0.06071394910461842,0.002,13.0,608.4120264650286,4.5644,22.8417,-31.3,5.4852,1,0,0.498,1.196,-2.2,12.29,11.53,0.06,0.07,0,0,0,1,Radial Velocity
CoRoT-1 b,Hot,Jovian,gas,metals-rich,non-habitable,327.48,16.69,0.07,1.18,4.43,2695.7459999999996,2695.7459999999996,2695.7470000000003,1835.8,1835.8,1835.8,23.1,-31.93,32.13,1.51,0.0254,0.0,0.03,0.0,Mon,G0V,0.95,1.11,6298.0,1.7391880000000002,0.06,4.205140795802378,13.6,460.0,6.8053,-3.1022,-35.3,23.4522,1,0,0.9590000000000001,2.233,-2.47,12.54,0.27,0.07,0.06,0,0,0,1,Primary Transit
CoRoT-2 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1052.38,16.41,0.24,3.91,8.01,893.0377,893.0377,893.0378,1392.7,1392.7,1392.7,250.7,-30.69,31.58,1.74,0.0281,0.0,0.03,0.0,Aql,G7V,0.97,0.9,5575.0,0.705152,-0.04,4.205140795802378,12.6,300.0,19.4519,1.3839,-34.1,17.1706,1,0,0.638,1.511,-2.4,12.86,2.42,0.07,0.06,0,0,0,1,Primary Transit
CoRoT-3 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,6921.55,11.31,4.78,54.09,24.74,1059.134,1059.134,1059.134,1453.4,1453.4,1453.4,33097.0,-30.07,21.63,4.26,0.057,0.0,0.06,0.0,Aql,F3V,1.41,1.44,6558.0,3.441126,0.14,2.0,13.3,680.0,19.4703,0.1219,-34.3,13.4943,1,0,1.328,3.0810000000000004,-2.45,16.8,10.81,0.05,0.08,0,0,0,1,Primary Transit
CoRoT-4 b,Hot,Jovian,gas,metals-rich,non-habitable,228.92,13.33,0.1,1.29,4.14,215.0617,215.0617,215.0617,975.6,975.6,975.6,22.1,-28.68,25.54,9.2,0.09,0.0,0.09,0.0,Mon,F8V,1.1,1.15,6190.0,1.742,0.05,1.0,13.7,608.4120264650286,6.8131,-0.6728,-32.6,6.8135,1,0,0.966,2.254,-2.36,9.61,0.84,0.09,0.07,0,0,0,1,Primary Transit
CoRoT-5 b,Hot,Jovian,gas,metals-rich,non-habitable,148.48,14.9,0.04,0.67,3.16,601.0048,716.9039,862.2080000000001,1261.4,1316.3,1380.5,6.7,-30.24,28.6,4.04,0.0495,0.09,0.05,231.7,Mon,F9V,1.0,1.19,6100.0,1.7473450000000001,-0.25,6.9,14.0,400.0,6.7519,0.8153,-33.9,12.8552,1,0,0.973,2.274,-2.42,11.74,-0.05,0.08,0.06,0,0,0,1,Primary Transit
CoRoT-6 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,941.1,13.06,0.42,5.52,8.49,146.5983,178.2612,218.9724,886.5,929.2,980.0,397.7,-28.44,25.02,8.89,0.0855,0.1,0.09,0.0,Oph,F9V,1.05,1.02,6090.0,1.296602,-0.2,4.205140795802378,13.9,608.4120264650286,18.7383,6.6633,-32.4,6.4243,1,0,0.838,1.9609999999999999,-2.34,9.46,3.65,0.09,0.07,0,0,0,1,Primary Transit
CoRoT-7 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.74,1.52,1.34,2.04,1.76,1458.2820000000002,1842.386,2361.9210000000003,1574.4,1664.6,1776.1,6.4,-26.3,2.89,0.85,0.0172,0.12,0.02,0.0,Mon,K0V,0.93,0.87,5313.0,0.5411130000000001,0.03,1.5,11.7,150.0,6.7303,-1.0628,-34.9,27.4125,2,0,0.5670000000000001,1.355,-2.4,-0.38,-0.9,0.28,0.28,0,0,0,1,Primary Transit
CoRoT-7 c,Hot,Neptunian,gas,metals-rich,non-habitable,13.56,4.08,0.2,0.81,1.82,203.8838,257.5857,330.2225,962.7,1017.9,1086.0,2.7,-26.31,7.77,3.7,0.046,0.12,0.05,0.0,Mon,K0V,0.93,0.87,5313.0,0.5411130000000001,0.03,1.5,11.7,150.0,6.7303,-1.0628,-32.8,10.1658,2,0,0.5670000000000001,1.355,-2.32,2.98,-0.63,0.21,0.24,0,0,0,1,Radial Velocity
CoRoT-8 b,Hot,Jovian,gas,metals-rich,non-habitable,68.62,6.37,0.26,1.69,3.28,89.25754,89.25756,89.25758,783.1,783.1,783.1,18.2,-26.12,12.14,6.21,0.063,0.0,0.06,0.0,Aql,K1V,0.88,0.77,5080.0,0.354263,0.3,3.0,14.8,380.0,19.4392,1.4267,-31.6,6.5169,1,0,0.46399999999999997,1.119,-2.23,3.79,0.54,0.18,0.14,0,0,0,1,Primary Transit
CoRoT-9 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,267.07,10.53,0.23,2.41,5.04,3.732832,4.8341769999999995,6.373951,354.1,376.5,404.8,61.1,-24.04,20.11,95.27,0.40700000000000003,0.13,0.4,37.0,Ser,G3V,0.99,0.94,5625.0,0.793662,-0.01,4.0,13.7,460.0,18.7192,6.2042,-28.5,1.2419,1,0,0.675,1.5959999999999999,-1.58,6.79,3.27,0.11,0.25,0,0,0,1,Primary Transit
CoRoT-10 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,874.34,10.86,0.68,7.41,8.97,14.26106,39.35395,151.0733,495.1,600.8,893.2,596.2,-26.56,20.76,13.24,0.1055,0.53,0.09,218.9,Aql,K1V,0.89,0.79,5075.0,0.37144,0.26,3.0,15.2,345.0,19.4042,0.7461,-30.9,4.7072,1,0,0.47600000000000003,1.147,-2.09,7.28,5.0,0.1,0.11,0,0,0,1,Primary Transit
CoRoT-11 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,740.8,16.02,0.18,2.89,6.8,1418.954,1418.954,1418.955,1563.6,1563.6,1563.6,133.6,-31.14,30.81,2.99,0.0435,0.0,0.04,0.0,Ser,F6V,1.27,1.36,6343.0,2.686251,0.04,2.0,12.9,560.0,18.7125,5.9378,-34.6,16.7167,1,0,1.189,2.766,-2.45,12.0,1.6,0.07,0.06,0,0,0,1,Primary Transit
CoRoT-12 b,Hot,Jovian,gas,metals-rich,non-habitable,291.55,16.13,0.07,1.12,4.25,627.7047,720.3788,830.8610000000001,1275.2,1318.7,1367.8,20.3,-30.42,31.03,2.83,0.0402,0.07,0.04,105.0,Mon,G2V,1.08,1.12,5675.0,1.158995,0.16,6.3,15.5,1150.0,6.7178,-1.2964,-33.9,14.8874,1,0,0.813,1.921,-2.4,12.09,0.53,0.07,0.06,0,0,0,1,Primary Transit
CoRoT-13 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,415.87,9.91,0.43,4.23,6.48,439.5413,439.5414,439.5414,1166.5,1166.5,1166.5,177.6,-28.82,18.92,4.04,0.051,0.0,0.05,0.0,Mon,G0V,1.09,1.01,5945.0,1.143247,0.01,1.64,15.0,1310.0,6.8481,-5.0864,-33.4,10.5688,1,0,0.794,1.864,-2.39,6.07,1.94,0.13,0.09,0,0,0,1,Primary Transit
CoRoT-14 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,2416.34,12.21,1.33,16.21,14.07,2390.243,2390.243,2390.243,1781.4,1781.4,1781.4,3209.1,-31.12,23.36,1.51,0.027000000000000003,0.0,0.03,0.0,Mon,F9V,1.13,1.21,6035.0,1.742487,0.05,4.2,16.0,1340.0,6.895,-5.5361,-35.2,24.0589,1,0,0.975,2.283,-2.45,10.87,4.71,0.08,0.07,0,0,0,1,Primary Transit
CoRoT-15 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,20157.4,12.54,10.21,128.1,40.09,1405.497,1405.497,1405.497,1559.9,1559.9,1559.9,205854.7,-30.6,24.01,3.06,0.045,0.0,0.04,0.0,Mon,F7V,1.3,1.06,7300.0,2.846131,-0.06071394910461842,4.205140795802378,12.237222991689753,608.4120264650286,6.4744,6.1862,-34.6,12.5852,1,0,1.17,2.696,-2.47,46.94,17.89,0.02,0.07,0,0,0,1,Primary Transit
CoRoT-16 b,Hot,Jovian,gas,metals-rich,non-habitable,170.1,13.1,0.08,0.99,3.6,191.6928,359.1192,755.1809,948.0,1085.5,1335.5,12.9,-29.27,25.1,5.35,0.0618,0.33,0.06,168.4,Sct,G5V,1.1,1.19,5650.0,1.294725,0.19,6.73,15.6,840.0,18.5683,-6.0025,-33.2,10.887,1,0,0.86,2.0340000000000003,-2.36,9.73,0.35,0.09,0.07,0,0,0,1,Primary Transit
CoRoT-17 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,772.59,11.42,0.52,5.92,8.22,1158.59,1158.59,1158.59,1486.4,1486.4,1486.4,400.4,-30.18,21.84,3.77,0.0461,0.0,0.05,0.0,Sct,G2V,1.04,1.59,5740.0,2.462247,0.0,10.7,15.5,920.0,18.5797,-6.6122,-34.4,18.4601,1,0,1.18,2.784,-2.41,7.7,2.39,0.11,0.08,0,0,0,1,Primary Transit
CoRoT-18 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1103.25,14.67,0.35,5.13,8.67,774.1521,905.8071,1066.758,1343.9,1396.0,1456.0,385.4,-30.47,28.16,1.9,0.0295,0.08,0.03,0.0,Mon,G9V,0.95,1.0,5440.0,0.785752,-0.1,4.205140795802378,15.0,870.0,6.5447,0.0314,-34.2,18.1994,1,0,0.679,1.615,-2.39,11.26,2.75,0.08,0.06,0,0,0,1,Primary Transit
CoRoT-19 b,Hot,Jovian,gas,metals-rich,non-habitable,352.91,14.45,0.12,1.69,4.94,1142.335,1253.567,1378.737,1481.1,1515.3,1552.4,41.3,-30.78,27.73,3.9,0.0518,0.05,0.05,86.0,Mon,F9V,1.21,1.65,6090.0,3.3599040000000002,-0.02,5.0,14.8,800.0,6.4689,0.1706,-34.5,17.0568,1,0,1.35,3.156,-2.44,10.38,0.72,0.09,0.06,0,0,0,1,Primary Transit
CoRoT-20 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1348.07,9.41,1.62,15.23,11.97,45.7464,134.8913,581.5852,662.6,810.2,1251.1,2182.4,-27.62,17.95,9.24,0.0902,0.56,0.07,56.3,Mon,G2V,1.14,0.92,5880.0,0.907768,0.14,0.1,14.7,1230.0,6.5154,0.2269,-32.3,6.5751,1,0,0.711,1.67,-2.29,6.42,5.94,0.1,0.1,0,0,0,1,Primary Transit
CoRoT-21 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,718.54,14.56,0.23,3.39,7.02,2884.188,2884.188,2884.1890000000003,1867.0,1867.0,1867.0,167.3,-31.71,27.95,2.72,0.0417,0.0,0.04,0.0,Mon,F8IV,1.29,1.95,6200.0,5.015286,0.0,4.1,16.0,608.4120264650286,6.7368,-0.2991,-35.4,25.0558,1,0,1.6380000000000001,3.822,-2.46,10.6,1.41,0.08,0.06,0,0,0,1,Primary Transit
CoRoT-22 b,Hot,Neptunian,gas,metals-rich,non-habitable,12.2,4.88,0.11,0.51,1.58,146.7318,170.6929,199.7656,886.7,919.8,957.8,1.3,-26.24,9.28,9.76,0.092,0.08,0.09,210.0,Ser,G0IV,1.1,1.14,5939.0,1.440456,0.17,3.3,11.9,592.0,18.7111,6.225,-32.3,6.6036,1,0,0.892,2.093,-2.33,4.45,-0.72,0.16,0.16,0,0,0,1,Primary Transit
CoRoT-23 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,890.23,12.1,0.5,6.08,8.58,920.5709,1254.713,1755.3120000000001,1403.3,1508.9,1649.0,447.8,-30.41,23.14,3.63,0.0477,0.16,0.05,51.8,Ser,G0V,1.14,1.61,5900.0,2.8180560000000003,0.05,7.2,15.6,600.0,18.6522,4.3578,-34.5,18.2997,1,0,1.251,2.937,-2.43,8.47,2.52,0.1,0.07,0,0,0,1,Primary Transit
CoRoT-24 b,Hot,Superterran,gas,metals-rich,non-habitable,5.72,3.7,0.11,0.42,1.24,127.0373,127.0374,127.0374,855.3,855.3,855.3,0.6,-25.31,7.03,5.11,0.055999999999999994,0.0,0.06,0.0,Mon,K1V,0.91,0.86,4950.0,0.398389,0.3,11.0,12.237222991689753,600.0,6.795,-3.7194,-32.0,8.191,2,0,0.496,1.2009999999999998,-2.25,3.79,-0.91,0.18,0.19,0,0,0,1,Primary Transit
CoRoT-24 c,Hot,Neptunian,gas,metals-rich,non-habitable,27.98,4.93,0.23,1.15,2.38,41.48158,41.48158,41.481590000000004,646.6,646.6,646.6,6.5,-24.72,9.38,11.76,0.098,0.0,0.1,0.0,Mon,K1V,0.91,0.86,4950.0,0.398389,0.3,11.0,12.237222991689753,600.0,6.795,-3.7194,-30.8,4.6779,2,0,0.496,1.2009999999999998,-2.13,3.15,0.08,0.21,0.18,0,0,0,1,Primary Transit
CoRoT-25 b,Hot,Jovian,gas,metals-rich,non-habitable,85.84,12.1,0.05,0.59,2.66,506.1459,506.1459,506.1459,1208.4,1208.4,1208.4,4.2,-29.41,23.14,4.86,0.0578,0.0,0.06,0.0,Oph,G0V,1.09,1.19,6040.0,1.690953,-0.01,5.2,15.0,1000.0,18.7086,6.5139,-33.5,10.9886,1,0,0.96,2.248,-2.4,9.82,-0.25,0.09,0.08,0,0,0,1,Primary Transit
CoRoT-26 b,Hot,Jovian,gas,metals-rich,non-habitable,165.33,14.11,0.06,0.83,3.42,1014.546,1014.546,1014.546,1437.8,1437.8,1437.8,9.7,-30.5,27.07,4.2,0.0526,0.0,0.05,0.0,Oph,G8IV,1.09,1.79,5590.0,2.8070049999999998,0.01,8.6,15.8,1670.0,18.65,6.97,-34.3,18.2119,1,0,1.271,3.011,-2.4,10.78,0.02,0.08,0.06,0,0,0,1,Primary Transit
CoRoT-27 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,3303.4,11.28,2.3,25.97,17.11,493.468,560.8555,640.1892,1200.8,1238.8,1281.5,7606.4,-29.37,21.56,3.58,0.0476,0.07,0.05,0.0,Ser,G2,1.05,1.08,5900.0,1.268076,0.1,4.21,15.5,608.4120264650286,18.5664,5.5386,-33.6,12.1397,1,0,0.8390000000000001,1.97,-2.4,11.16,7.66,0.07,0.08,0,0,0,1,Primary Transit
